sample_id,source_document_id,document_family_id,doc_type,source_type,manipulation_type,is_tampered,bounding_box,tampered_pixel_count,tampered_area_percentage,original_path,tampered_path,mask_path,width,height,dataset_split,license
syn_doc_family_certificate_020_inst_00_v3_region_removal,doc_family_certificate_020_inst_00,doc_family_certificate_020,certificate,synthetic,region_removal,1,"[668, 358, 903, 418]",14100,2.1203,data\synthetic\originals\doc_family_certificate_020_inst_00.png,data\train\images\syn_doc_family_certificate_020_inst_00_v3_region_removal.png,data\train\masks\syn_doc_family_certificate_020_inst_00_v3_region_removal.png,950,700,train,MIT
syn_doc_family_certificate_020_inst_00_v4_local_inpainting,doc_family_certificate_020_inst_00,doc_family_certificate_020,certificate,synthetic,local_inpainting,1,"[505, 466, 731, 507]",9266,1.3934,data\synthetic\originals\doc_family_certificate_020_inst_00.png,data\train\images\syn_doc_family_certificate_020_inst_00_v4_local_inpainting.png,data\train\masks\syn_doc_family_certificate_020_inst_00_v4_local_inpainting.png,950,700,train,MIT
syn_doc_family_certificate_021_inst_00_authentic,doc_family_certificate_021_inst_00,doc_family_certificate_021,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_021_inst_00.png,data\train\images\syn_doc_family_certificate_021_inst_00_authentic.png,data\train\masks\syn_doc_family_certificate_021_inst_00_authentic.png,950,700,train,MIT
syn_doc_family_certificate_021_inst_00_v1_text_replacement,doc_family_certificate_021_inst_00,doc_family_certificate_021,certificate,synthetic,text_replacement,1,"[63, 298, 332, 328]",8070,1.2135,data\synthetic\originals\doc_family_certificate_021_inst_00.png,data\train\images\syn_doc_family_certificate_021_inst_00_v1_text_replacement.png,data\train\masks\syn_doc_family_certificate_021_inst_00_v1_text_replacement.png,950,700,train,MIT
syn_doc_family_certificate_021_inst_00_v2_number_amount_replacement,doc_family_certificate_021_inst_00,doc_family_certificate_021,certificate,synthetic,number_amount_replacement,1,"[554, 250, 757, 284]",6902,1.0379,data\synthetic\originals\doc_family_certificate_021_inst_00.png,data\train\images\syn_doc_family_certificate_021_inst_00_v2_number_amount_replacement.png,data\train\masks\syn_doc_family_certificate_021_inst_00_v2_number_amount_replacement.png,950,700,train,MIT
syn_doc_family_certificate_021_inst_00_v3_date_replacement,doc_family_certificate_021_inst_00,doc_family_certificate_021,certificate,synthetic,date_replacement,1,"[657, 258, 909, 292]",8568,1.2884,data\synthetic\originals\doc_family_certificate_021_inst_00.png,data\train\images\syn_doc_family_certificate_021_inst_00_v3_date_replacement.png,data\train\masks\syn_doc_family_certificate_021_inst_00_v3_date_replacement.png,950,700,train,MIT
syn_doc_family_certificate_021_inst_00_v4_copy_move_intra,doc_family_certificate_021_inst_00,doc_family_certificate_021,certificate,synthetic,copy_move_intra,1,"[425, 315, 644, 372]",12483,1.8771,data\synthetic\originals\doc_family_certificate_021_inst_00.png,data\train\images\syn_doc_family_certificate_021_inst_00_v4_copy_move_intra.png,data\train\masks\syn_doc_family_certificate_021_inst_00_v4_copy_move_intra.png,950,700,train,MIT
syn_doc_family_certificate_022_inst_00_authentic,doc_family_certificate_022_inst_00,doc_family_certificate_022,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_022_inst_00.png,data\train\images\syn_doc_family_certificate_022_inst_00_authentic.png,data\train\masks\syn_doc_family_certificate_022_inst_00_authentic.png,950,700,train,MIT
syn_doc_family_certificate_022_inst_00_v1_copy_paste_inter,doc_family_certificate_022_inst_00,doc_family_certificate_022,certificate,synthetic,copy_paste_inter,1,"[435, 203, 654, 237]",7446,1.1197,data\synthetic\originals\doc_family_certificate_022_inst_00.png,data\train\images\syn_doc_family_certificate_022_inst_00_v1_copy_paste_inter.png,data\train\masks\syn_doc_family_certificate_022_inst_00_v1_copy_paste_inter.png,950,700,train,MIT
syn_doc_family_certificate_022_inst_00_v2_signature_manipulation,doc_family_certificate_022_inst_00,doc_family_certificate_022,certificate,synthetic,signature_manipulation,1,"[198, 555, 431, 621]",15378,2.3125,data\synthetic\originals\doc_family_certificate_022_inst_00.png,data\train\images\syn_doc_family_certificate_022_inst_00_v2_signature_manipulation.png,data\train\masks\syn_doc_family_certificate_022_inst_00_v2_signature_manipulation.png,950,700,train,MIT
syn_doc_family_certificate_022_inst_00_v3_photo_replacement,doc_family_certificate_022_inst_00,doc_family_certificate_022,certificate,synthetic,photo_replacement,1,"[105, 370, 281, 599]",40304,6.0608,data\synthetic\originals\doc_family_certificate_022_inst_00.png,data\train\images\syn_doc_family_certificate_022_inst_00_v3_photo_replacement.png,data\train\masks\syn_doc_family_certificate_022_inst_00_v3_photo_replacement.png,950,700,train,MIT
syn_doc_family_certificate_022_inst_00_v4_stamp_seal_manipulation,doc_family_certificate_022_inst_00,doc_family_certificate_022,certificate,synthetic,stamp_seal_manipulation,1,"[668, 451, 816, 599]",3412,0.5131,data\synthetic\originals\doc_family_certificate_022_inst_00.png,data\train\images\syn_doc_family_certificate_022_inst_00_v4_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_certificate_022_inst_00_v4_stamp_seal_manipulation.png,950,700,train,MIT
syn_doc_family_certificate_023_inst_00_authentic,doc_family_certificate_023_inst_00,doc_family_certificate_023,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_023_inst_00.png,data\train\images\syn_doc_family_certificate_023_inst_00_authentic.png,data\train\masks\syn_doc_family_certificate_023_inst_00_authentic.png,950,700,train,MIT
syn_doc_family_certificate_023_inst_00_v1_region_removal,doc_family_certificate_023_inst_00,doc_family_certificate_023,certificate,synthetic,region_removal,1,"[590, 613, 857, 685]",19224,2.8908,data\synthetic\originals\doc_family_certificate_023_inst_00.png,data\train\images\syn_doc_family_certificate_023_inst_00_v1_region_removal.png,data\train\masks\syn_doc_family_certificate_023_inst_00_v1_region_removal.png,950,700,train,MIT
syn_doc_family_certificate_023_inst_00_v2_local_inpainting,doc_family_certificate_023_inst_00,doc_family_certificate_023,certificate,synthetic,local_inpainting,1,"[627, 476, 766, 505]",4031,0.6062,data\synthetic\originals\doc_family_certificate_023_inst_00.png,data\train\images\syn_doc_family_certificate_023_inst_00_v2_local_inpainting.png,data\train\masks\syn_doc_family_certificate_023_inst_00_v2_local_inpainting.png,950,700,train,MIT
syn_doc_family_certificate_023_inst_00_v3_text_replacement,doc_family_certificate_023_inst_00,doc_family_certificate_023,certificate,synthetic,text_replacement,1,"[495, 339, 800, 374]",10675,1.6053,data\synthetic\originals\doc_family_certificate_023_inst_00.png,data\train\images\syn_doc_family_certificate_023_inst_00_v3_text_replacement.png,data\train\masks\syn_doc_family_certificate_023_inst_00_v3_text_replacement.png,950,700,train,MIT
syn_doc_family_certificate_023_inst_00_v4_number_amount_replacement,doc_family_certificate_023_inst_00,doc_family_certificate_023,certificate,synthetic,number_amount_replacement,1,"[514, 492, 743, 518]",5954,0.8953,data\synthetic\originals\doc_family_certificate_023_inst_00.png,data\train\images\syn_doc_family_certificate_023_inst_00_v4_number_amount_replacement.png,data\train\masks\syn_doc_family_certificate_023_inst_00_v4_number_amount_replacement.png,950,700,train,MIT
syn_doc_family_certificate_024_inst_00_authentic,doc_family_certificate_024_inst_00,doc_family_certificate_024,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_024_inst_00.png,data\train\images\syn_doc_family_certificate_024_inst_00_authentic.png,data\train\masks\syn_doc_family_certificate_024_inst_00_authentic.png,950,700,train,MIT
syn_doc_family_certificate_024_inst_00_v1_date_replacement,doc_family_certificate_024_inst_00,doc_family_certificate_024,certificate,synthetic,date_replacement,1,"[584, 274, 819, 297]",5405,0.8128,data\synthetic\originals\doc_family_certificate_024_inst_00.png,data\train\images\syn_doc_family_certificate_024_inst_00_v1_date_replacement.png,data\train\masks\syn_doc_family_certificate_024_inst_00_v1_date_replacement.png,950,700,train,MIT
syn_doc_family_certificate_024_inst_00_v2_copy_move_intra,doc_family_certificate_024_inst_00,doc_family_certificate_024,certificate,synthetic,copy_move_intra,1,"[676, 489, 866, 543]",10260,1.5429,data\synthetic\originals\doc_family_certificate_024_inst_00.png,data\train\images\syn_doc_family_certificate_024_inst_00_v2_copy_move_intra.png,data\train\masks\syn_doc_family_certificate_024_inst_00_v2_copy_move_intra.png,950,700,train,MIT
syn_doc_family_certificate_024_inst_00_v3_copy_paste_inter,doc_family_certificate_024_inst_00,doc_family_certificate_024,certificate,synthetic,copy_paste_inter,1,"[616, 451, 867, 503]",13052,1.9627,data\synthetic\originals\doc_family_certificate_024_inst_00.png,data\train\images\syn_doc_family_certificate_024_inst_00_v3_copy_paste_inter.png,data\train\masks\syn_doc_family_certificate_024_inst_00_v3_copy_paste_inter.png,950,700,train,MIT
syn_doc_family_certificate_024_inst_00_v4_signature_manipulation,doc_family_certificate_024_inst_00,doc_family_certificate_024,certificate,synthetic,signature_manipulation,1,"[466, 553, 826, 592]",14040,2.1113,data\synthetic\originals\doc_family_certificate_024_inst_00.png,data\train\images\syn_doc_family_certificate_024_inst_00_v4_signature_manipulation.png,data\train\masks\syn_doc_family_certificate_024_inst_00_v4_signature_manipulation.png,950,700,train,MIT
syn_doc_family_certificate_025_inst_00_authentic,doc_family_certificate_025_inst_00,doc_family_certificate_025,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_025_inst_00.png,data\test\images\syn_doc_family_certificate_025_inst_00_authentic.png,data\test\masks\syn_doc_family_certificate_025_inst_00_authentic.png,950,700,test,MIT
syn_doc_family_certificate_025_inst_00_v1_photo_replacement,doc_family_certificate_025_inst_00,doc_family_certificate_025,certificate,synthetic,photo_replacement,1,"[320, 248, 525, 423]",35875,5.3947,data\synthetic\originals\doc_family_certificate_025_inst_00.png,data\test\images\syn_doc_family_certificate_025_inst_00_v1_photo_replacement.png,data\test\masks\syn_doc_family_certificate_025_inst_00_v1_photo_replacement.png,950,700,test,MIT
syn_doc_family_certificate_025_inst_00_v2_stamp_seal_manipulation,doc_family_certificate_025_inst_00,doc_family_certificate_025,certificate,synthetic,stamp_seal_manipulation,1,"[363, 493, 492, 622]",2839,0.4269,data\synthetic\originals\doc_family_certificate_025_inst_00.png,data\test\images\syn_doc_family_certificate_025_inst_00_v2_stamp_seal_manipulation.png,data\test\masks\syn_doc_family_certificate_025_inst_00_v2_stamp_seal_manipulation.png,950,700,test,MIT
syn_doc_family_certificate_025_inst_00_v3_region_removal,doc_family_certificate_025_inst_00,doc_family_certificate_025,certificate,synthetic,region_removal,1,"[102, 429, 522, 467]",15960,2.4,data\synthetic\originals\doc_family_certificate_025_inst_00.png,data\test\images\syn_doc_family_certificate_025_inst_00_v3_region_removal.png,data\test\masks\syn_doc_family_certificate_025_inst_00_v3_region_removal.png,950,700,test,MIT
syn_doc_family_certificate_025_inst_00_v4_local_inpainting,doc_family_certificate_025_inst_00,doc_family_certificate_025,certificate,synthetic,local_inpainting,1,"[462, 190, 659, 222]",6304,0.948,data\synthetic\originals\doc_family_certificate_025_inst_00.png,data\test\images\syn_doc_family_certificate_025_inst_00_v4_local_inpainting.png,data\test\masks\syn_doc_family_certificate_025_inst_00_v4_local_inpainting.png,950,700,test,MIT
syn_doc_family_certificate_026_inst_00_authentic,doc_family_certificate_026_inst_00,doc_family_certificate_026,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_026_inst_00.png,data\train\images\syn_doc_family_certificate_026_inst_00_authentic.png,data\train\masks\syn_doc_family_certificate_026_inst_00_authentic.png,950,700,train,MIT
syn_doc_family_certificate_026_inst_00_v1_text_replacement,doc_family_certificate_026_inst_00,doc_family_certificate_026,certificate,synthetic,text_replacement,1,"[310, 353, 567, 383]",7710,1.1594,data\synthetic\originals\doc_family_certificate_026_inst_00.png,data\train\images\syn_doc_family_certificate_026_inst_00_v1_text_replacement.png,data\train\masks\syn_doc_family_certificate_026_inst_00_v1_text_replacement.png,950,700,train,MIT
syn_doc_family_certificate_026_inst_00_v2_number_amount_replacement,doc_family_certificate_026_inst_00,doc_family_certificate_026,certificate,synthetic,number_amount_replacement,1,"[520, 277, 658, 309]",4416,0.6641,data\synthetic\originals\doc_family_certificate_026_inst_00.png,data\train\images\syn_doc_family_certificate_026_inst_00_v2_number_amount_replacement.png,data\train\masks\syn_doc_family_certificate_026_inst_00_v2_number_amount_replacement.png,950,700,train,MIT
syn_doc_family_certificate_026_inst_00_v3_date_replacement,doc_family_certificate_026_inst_00,doc_family_certificate_026,certificate,synthetic,date_replacement,1,"[532, 268, 770, 289]",4998,0.7516,data\synthetic\originals\doc_family_certificate_026_inst_00.png,data\train\images\syn_doc_family_certificate_026_inst_00_v3_date_replacement.png,data\train\masks\syn_doc_family_certificate_026_inst_00_v3_date_replacement.png,950,700,train,MIT
syn_doc_family_certificate_026_inst_00_v4_copy_move_intra,doc_family_certificate_026_inst_00,doc_family_certificate_026,certificate,synthetic,copy_move_intra,1,"[99, 448, 252, 484]",5508,0.8283,data\synthetic\originals\doc_family_certificate_026_inst_00.png,data\train\images\syn_doc_family_certificate_026_inst_00_v4_copy_move_intra.png,data\train\masks\syn_doc_family_certificate_026_inst_00_v4_copy_move_intra.png,950,700,train,MIT
syn_doc_family_certificate_027_inst_00_authentic,doc_family_certificate_027_inst_00,doc_family_certificate_027,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_027_inst_00.png,data\train\images\syn_doc_family_certificate_027_inst_00_authentic.png,data\train\masks\syn_doc_family_certificate_027_inst_00_authentic.png,950,700,train,MIT
syn_doc_family_certificate_027_inst_00_v1_copy_paste_inter,doc_family_certificate_027_inst_00,doc_family_certificate_027,certificate,synthetic,copy_paste_inter,1,"[183, 292, 371, 321]",5452,0.8198,data\synthetic\originals\doc_family_certificate_027_inst_00.png,data\train\images\syn_doc_family_certificate_027_inst_00_v1_copy_paste_inter.png,data\train\masks\syn_doc_family_certificate_027_inst_00_v1_copy_paste_inter.png,950,700,train,MIT
syn_doc_family_certificate_027_inst_00_v2_signature_manipulation,doc_family_certificate_027_inst_00,doc_family_certificate_027,certificate,synthetic,signature_manipulation,1,"[625, 568, 850, 603]",7875,1.1842,data\synthetic\originals\doc_family_certificate_027_inst_00.png,data\train\images\syn_doc_family_certificate_027_inst_00_v2_signature_manipulation.png,data\train\masks\syn_doc_family_certificate_027_inst_00_v2_signature_manipulation.png,950,700,train,MIT
syn_doc_family_certificate_027_inst_00_v3_photo_replacement,doc_family_certificate_027_inst_00,doc_family_certificate_027,certificate,synthetic,photo_replacement,1,"[181, 309, 415, 550]",56394,8.4803,data\synthetic\originals\doc_family_certificate_027_inst_00.png,data\train\images\syn_doc_family_certificate_027_inst_00_v3_photo_replacement.png,data\train\masks\syn_doc_family_certificate_027_inst_00_v3_photo_replacement.png,950,700,train,MIT
syn_doc_family_certificate_027_inst_00_v4_stamp_seal_manipulation,doc_family_certificate_027_inst_00,doc_family_certificate_027,certificate,synthetic,stamp_seal_manipulation,1,"[487, 460, 645, 618]",3751,0.5641,data\synthetic\originals\doc_family_certificate_027_inst_00.png,data\train\images\syn_doc_family_certificate_027_inst_00_v4_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_certificate_027_inst_00_v4_stamp_seal_manipulation.png,950,700,train,MIT
syn_doc_family_certificate_028_inst_00_authentic,doc_family_certificate_028_inst_00,doc_family_certificate_028,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_028_inst_00.png,data\test\images\syn_doc_family_certificate_028_inst_00_authentic.png,data\test\masks\syn_doc_family_certificate_028_inst_00_authentic.png,950,700,test,MIT
syn_doc_family_certificate_028_inst_00_v1_region_removal,doc_family_certificate_028_inst_00,doc_family_certificate_028,certificate,synthetic,region_removal,1,"[318, 550, 742, 611]",25864,3.8893,data\synthetic\originals\doc_family_certificate_028_inst_00.png,data\test\images\syn_doc_family_certificate_028_inst_00_v1_region_removal.png,data\test\masks\syn_doc_family_certificate_028_inst_00_v1_region_removal.png,950,700,test,MIT
syn_doc_family_certificate_028_inst_00_v2_local_inpainting,doc_family_certificate_028_inst_00,doc_family_certificate_028,certificate,synthetic,local_inpainting,1,"[347, 421, 580, 456]",8155,1.2263,data\synthetic\originals\doc_family_certificate_028_inst_00.png,data\test\images\syn_doc_family_certificate_028_inst_00_v2_local_inpainting.png,data\test\masks\syn_doc_family_certificate_028_inst_00_v2_local_inpainting.png,950,700,test,MIT
syn_doc_family_certificate_028_inst_00_v3_text_replacement,doc_family_certificate_028_inst_00,doc_family_certificate_028,certificate,synthetic,text_replacement,1,"[507, 357, 870, 393]",13068,1.9651,data\synthetic\originals\doc_family_certificate_028_inst_00.png,data\test\images\syn_doc_family_certificate_028_inst_00_v3_text_replacement.png,data\test\masks\syn_doc_family_certificate_028_inst_00_v3_text_replacement.png,950,700,test,MIT
syn_doc_family_certificate_028_inst_00_v4_number_amount_replacement,doc_family_certificate_028_inst_00,doc_family_certificate_028,certificate,synthetic,number_amount_replacement,1,"[640, 539, 839, 569]",5970,0.8977,data\synthetic\originals\doc_family_certificate_028_inst_00.png,data\test\images\syn_doc_family_certificate_028_inst_00_v4_number_amount_replacement.png,data\test\masks\syn_doc_family_certificate_028_inst_00_v4_number_amount_replacement.png,950,700,test,MIT
syn_doc_family_certificate_029_inst_00_authentic,doc_family_certificate_029_inst_00,doc_family_certificate_029,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_029_inst_00.png,data\val\images\syn_doc_family_certificate_029_inst_00_authentic.png,data\val\masks\syn_doc_family_certificate_029_inst_00_authentic.png,950,700,val,MIT
syn_doc_family_certificate_029_inst_00_v1_date_replacement,doc_family_certificate_029_inst_00,doc_family_certificate_029,certificate,synthetic,date_replacement,1,"[606, 167, 831, 191]",5400,0.812,data\synthetic\originals\doc_family_certificate_029_inst_00.png,data\val\images\syn_doc_family_certificate_029_inst_00_v1_date_replacement.png,data\val\masks\syn_doc_family_certificate_029_inst_00_v1_date_replacement.png,950,700,val,MIT
syn_doc_family_certificate_029_inst_00_v2_copy_move_intra,doc_family_certificate_029_inst_00,doc_family_certificate_029,certificate,synthetic,copy_move_intra,1,"[389, 286, 538, 319]",4917,0.7394,data\synthetic\originals\doc_family_certificate_029_inst_00.png,data\val\images\syn_doc_family_certificate_029_inst_00_v2_copy_move_intra.png,data\val\masks\syn_doc_family_certificate_029_inst_00_v2_copy_move_intra.png,950,700,val,MIT
syn_doc_family_certificate_029_inst_00_v3_copy_paste_inter,doc_family_certificate_029_inst_00,doc_family_certificate_029,certificate,synthetic,copy_paste_inter,1,"[297, 231, 512, 264]",7095,1.0669,data\synthetic\originals\doc_family_certificate_029_inst_00.png,data\val\images\syn_doc_family_certificate_029_inst_00_v3_copy_paste_inter.png,data\val\masks\syn_doc_family_certificate_029_inst_00_v3_copy_paste_inter.png,950,700,val,MIT
syn_doc_family_certificate_029_inst_00_v4_signature_manipulation,doc_family_certificate_029_inst_00,doc_family_certificate_029,certificate,synthetic,signature_manipulation,1,"[91, 502, 395, 557]",16720,2.5143,data\synthetic\originals\doc_family_certificate_029_inst_00.png,data\val\images\syn_doc_family_certificate_029_inst_00_v4_signature_manipulation.png,data\val\masks\syn_doc_family_certificate_029_inst_00_v4_signature_manipulation.png,950,700,val,MIT
syn_doc_family_certificate_030_inst_00_authentic,doc_family_certificate_030_inst_00,doc_family_certificate_030,certificate,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_certificate_030_inst_00.png,data\train\images\syn_doc_family_certificate_030_inst_00_authentic.png,data\train\masks\syn_doc_family_certificate_030_inst_00_authentic.png,950,700,train,MIT
syn_doc_family_certificate_030_inst_00_v1_photo_replacement,doc_family_certificate_030_inst_00,doc_family_certificate_030,certificate,synthetic,photo_replacement,1,"[261, 385, 454, 617]",44776,6.7332,data\synthetic\originals\doc_family_certificate_030_inst_00.png,data\train\images\syn_doc_family_certificate_030_inst_00_v1_photo_replacement.png,data\train\masks\syn_doc_family_certificate_030_inst_00_v1_photo_replacement.png,950,700,train,MIT
syn_doc_family_certificate_030_inst_00_v2_stamp_seal_manipulation,doc_family_certificate_030_inst_00,doc_family_certificate_030,certificate,synthetic,stamp_seal_manipulation,1,"[617, 456, 782, 621]",4079,0.6134,data\synthetic\originals\doc_family_certificate_030_inst_00.png,data\train\images\syn_doc_family_certificate_030_inst_00_v2_stamp_seal_manipulation.png,data\train\masks\syn_doc_family_certificate_030_inst_00_v2_stamp_seal_manipulation.png,950,700,train,MIT
syn_doc_family_certificate_030_inst_00_v3_region_removal,doc_family_certificate_030_inst_00,doc_family_certificate_030,certificate,synthetic,region_removal,1,"[522, 595, 838, 655]",18960,2.8511,data\synthetic\originals\doc_family_certificate_030_inst_00.png,data\train\images\syn_doc_family_certificate_030_inst_00_v3_region_removal.png,data\train\masks\syn_doc_family_certificate_030_inst_00_v3_region_removal.png,950,700,train,MIT
syn_doc_family_certificate_030_inst_00_v4_local_inpainting,doc_family_certificate_030_inst_00,doc_family_certificate_030,certificate,synthetic,local_inpainting,1,"[343, 169, 502, 197]",4452,0.6695,data\synthetic\originals\doc_family_certificate_030_inst_00.png,data\train\images\syn_doc_family_certificate_030_inst_00_v4_local_inpainting.png,data\train\masks\syn_doc_family_certificate_030_inst_00_v4_local_inpainting.png,950,700,train,MIT
syn_doc_family_contract_001_inst_00_authentic,doc_family_contract_001_inst_00,doc_family_contract_001,contract,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_contract_001_inst_00.png,data\train\images\syn_doc_family_contract_001_inst_00_authentic.png,data\train\masks\syn_doc_family_contract_001_inst_00_authentic.png,800,1050,train,MIT
syn_doc_family_contract_001_inst_00_v1_text_replacement,doc_family_contract_001_inst_00,doc_family_contract_001,contract,synthetic,text_replacement,1,"[59, 237, 379, 277]",12800,1.5238,data\synthetic\originals\doc_family_contract_001_inst_00.png,data\train\images\syn_doc_family_contract_001_inst_00_v1_text_replacement.png,data\train\masks\syn_doc_family_contract_001_inst_00_v1_text_replacement.png,800,1050,train,MIT
syn_doc_family_contract_001_inst_00_v2_number_amount_replacement,doc_family_contract_001_inst_00,doc_family_contract_001,contract,synthetic,number_amount_replacement,1,"[408, 778, 607, 814]",7164,0.8529,data\synthetic\originals\doc_family_contract_001_inst_00.png,data\train\images\syn_doc_family_contract_001_inst_00_v2_number_amount_replacement.png,data\train\masks\syn_doc_family_contract_001_inst_00_v2_number_amount_replacement.png,800,1050,train,MIT
syn_doc_family_contract_001_inst_00_v3_date_replacement,doc_family_contract_001_inst_00,doc_family_contract_001,contract,synthetic,date_replacement,1,"[416, 188, 637, 231]",9503,1.1313,data\synthetic\originals\doc_family_contract_001_inst_00.png,data\train\images\syn_doc_family_contract_001_inst_00_v3_date_replacement.png,data\train\masks\syn_doc_family_contract_001_inst_00_v3_date_replacement.png,800,1050,train,MIT
syn_doc_family_contract_001_inst_00_v4_copy_move_intra,doc_family_contract_001_inst_00,doc_family_contract_001,contract,synthetic,copy_move_intra,1,"[242, 447, 405, 521]",12062,1.436,data\synthetic\originals\doc_family_contract_001_inst_00.png,data\train\images\syn_doc_family_contract_001_inst_00_v4_copy_move_intra.png,data\train\masks\syn_doc_family_contract_001_inst_00_v4_copy_move_intra.png,800,1050,train,MIT
syn_doc_family_contract_002_inst_00_authentic,doc_family_contract_002_inst_00,doc_family_contract_002,contract,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_contract_002_inst_00.png,data\val\images\syn_doc_family_contract_002_inst_00_authentic.png,data\val\masks\syn_doc_family_contract_002_inst_00_authentic.png,800,1050,val,MIT
syn_doc_family_contract_002_inst_00_v1_copy_paste_inter,doc_family_contract_002_inst_00,doc_family_contract_002,contract,synthetic,copy_paste_inter,1,"[348, 810, 521, 863]",9169,1.0915,data\synthetic\originals\doc_family_contract_002_inst_00.png,data\val\images\syn_doc_family_contract_002_inst_00_v1_copy_paste_inter.png,data\val\masks\syn_doc_family_contract_002_inst_00_v1_copy_paste_inter.png,800,1050,val,MIT
syn_doc_family_contract_002_inst_00_v2_signature_manipulation,doc_family_contract_002_inst_00,doc_family_contract_002,contract,synthetic,signature_manipulation,1,"[346, 801, 640, 886]",24990,2.975,data\synthetic\originals\doc_family_contract_002_inst_00.png,data\val\images\syn_doc_family_contract_002_inst_00_v2_signature_manipulation.png,data\val\masks\syn_doc_family_contract_002_inst_00_v2_signature_manipulation.png,800,1050,val,MIT
syn_doc_family_contract_002_inst_00_v3_photo_replacement,doc_family_contract_002_inst_00,doc_family_contract_002,contract,synthetic,photo_replacement,1,"[101, 516, 281, 837]",57780,6.8786,data\synthetic\originals\doc_family_contract_002_inst_00.png,data\val\images\syn_doc_family_contract_002_inst_00_v3_photo_replacement.png,data\val\masks\syn_doc_family_contract_002_inst_00_v3_photo_replacement.png,800,1050,val,MIT
syn_doc_family_contract_002_inst_00_v4_stamp_seal_manipulation,doc_family_contract_002_inst_00,doc_family_contract_002,contract,synthetic,stamp_seal_manipulation,1,"[366, 742, 550, 926]",4623,0.5504,data\synthetic\originals\doc_family_contract_002_inst_00.png,data\val\images\syn_doc_family_contract_002_inst_00_v4_stamp_seal_manipulation.png,data\val\masks\syn_doc_family_contract_002_inst_00_v4_stamp_seal_manipulation.png,800,1050,val,MIT
syn_doc_family_contract_003_inst_00_authentic,doc_family_contract_003_inst_00,doc_family_contract_003,contract,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_contract_003_inst_00.png,data\val\images\syn_doc_family_contract_003_inst_00_authentic.png,data\val\masks\syn_doc_family_contract_003_inst_00_authentic.png,800,1050,val,MIT
syn_doc_family_contract_003_inst_00_v1_region_removal,doc_family_contract_003_inst_00,doc_family_contract_003,contract,synthetic,region_removal,1,"[227, 832, 505, 957]",34750,4.1369,data\synthetic\originals\doc_family_contract_003_inst_00.png,data\val\images\syn_doc_family_contract_003_inst_00_v1_region_removal.png,data\val\masks\syn_doc_family_contract_003_inst_00_v1_region_removal.png,800,1050,val,MIT
syn_doc_family_contract_003_inst_00_v2_local_inpainting,doc_family_contract_003_inst_00,doc_family_contract_003,contract,synthetic,local_inpainting,1,"[356, 518, 506, 560]",6300,0.75,data\synthetic\originals\doc_family_contract_003_inst_00.png,data\val\images\syn_doc_family_contract_003_inst_00_v2_local_inpainting.png,data\val\masks\syn_doc_family_contract_003_inst_00_v2_local_inpainting.png,800,1050,val,MIT
syn_doc_family_contract_003_inst_00_v3_text_replacement,doc_family_contract_003_inst_00,doc_family_contract_003,contract,synthetic,text_replacement,1,"[246, 634, 531, 682]",13680,1.6286,data\synthetic\originals\doc_family_contract_003_inst_00.png,data\val\images\syn_doc_family_contract_003_inst_00_v3_text_replacement.png,data\val\masks\syn_doc_family_contract_003_inst_00_v3_text_replacement.png,800,1050,val,MIT
syn_doc_family_contract_003_inst_00_v4_number_amount_replacement,doc_family_contract_003_inst_00,doc_family_contract_003,contract,synthetic,number_amount_replacement,1,"[507, 799, 680, 849]",8650,1.0298,data\synthetic\originals\doc_family_contract_003_inst_00.png,data\val\images\syn_doc_family_contract_003_inst_00_v4_number_amount_replacement.png,data\val\masks\syn_doc_family_contract_003_inst_00_v4_number_amount_replacement.png,800,1050,val,MIT
syn_doc_family_contract_004_inst_00_authentic,doc_family_contract_004_inst_00,doc_family_contract_004,contract,synthetic,none,0,"[0, 0, 0, 0]",0,0.0,data\synthetic\originals\doc_family_contract_004_inst_00.png,data\train\images\syn_doc_family_contract_004_inst_00_authentic.png,data\train\masks\syn_doc_family_contract_004_inst_00_authentic.png,800,1050,train,MIT
